"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","replyTo"
"UgxgIXzQ9N0KiUINSyt4AaABAg","Garegh62","/channel/UCR1gX67rzQd053SBmiOFFOQ","https://yt3.ggpht.com/a/AGF-l78Y6DBTJgVHILzGTtSNUpmeNUOvFFlgkFu_7A=s48-c-k-c0xffffffff-no-rj-mo","I thought this was someone covering Icehouse's ""Electric Blue"". This is total SHITE!",0,"2 months ago",1569414261893,false,true,"EkQSC1V5bVhSeEpQT1FvwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4Z0lYelE5TjBLaVVJTlN5dDRBYUFCQWciAggAKhhVQ1VpaU9fYmNjWkZNVm1uSjJKajk1bGcyC1V5bVhSeEpQT1FvQAFICg%3D%3D",1,
"UgxgIXzQ9N0KiUINSyt4AaABAg.8zPjnG4CjTy8zXMJRfSEUB","Nicholas Rhodes","/channel/UCv9CLGnSfTbkNlC5niiqANg","https://yt3.ggpht.com/a/AGF-l7-Xdmispqd6iRXe5dO9n-9EF7_OaQJMQru-Iw=s32-c-k-c0xffffffff-no-rj-mo","My blindered, narrow-minded friend...if you can't hear the Icehouse and eighties synthpop influence in this, then I'm afraid your ears are calcifying. AF is just taking it to the next level.",0,"2 months ago",1569414262190,false,,,,"UgxgIXzQ9N0KiUINSyt4AaABAg"
"UgwrqneDucKEMDa2UOh4AaABAg","Clemente Tamayo","/channel/UC6HAnhHv1HsE1qIJYs6CKKg","https://yt3.ggpht.com/a/AGF-l7_Lme6s7kRk0elS2v-NHZNo88BQBmAslA5RwQ=s48-c-k-c0xffffffff-no-rj-mo","Love this song",1,"2 months ago",1569414261896,false,false,,,
"UgyoKw_2xe0L8yaKvvB4AaABAg","Mastiff Myths, Legends and Lore","/channel/UCjx-M9b24fHWXVG4l45rXZA","https://yt3.ggpht.com/a/AGF-l78sw0YD17o9LCWiqwue-Sov0Dv8vR5lWjquHA=s48-c-k-c0xffffffff-no-rj-mo","What a hideous hideous hideous woman oh my God what happened",0,"2 months ago",1569414261898,false,false,,,
"Ugwpz9sfWw9qdlM_rJp4AaABAg","Stocks Currency","/channel/UC9dYMjwDm_uhGS6rLmXsDKQ","https://yt3.ggpht.com/a/AGF-l79o674xqAm54AA73YPPY_ZfJS_UWBvtc9_lbg=s48-c-k-c0xffffffff-no-rj-mo","HER the movie brought me HERE =)",1,"3 months ago",1566735862946,false,false,,,
"UgwyronlBIVvXinKo7x4AaABAg","Memes N Music","/channel/UC2w6jtFpNn8xALdmK61Yb4A","https://yt3.ggpht.com/a/AGF-l7_VhbKf6YTewNWRYKnfDJtVo2eKvHZVL1vg2A=s48-c-k-c0xffffffff-no-rj-mo","Daft Punk>>>>>>>>>>>>>>>arcarde",0,"3 months ago",1566735862949,false,false,,,
"Ugzgr6XykcSWW7RuQKh4AaABAg","Multiped Gecko83","/channel/UCwGIs-YUtvSDql4hkO15kGQ","https://yt3.ggpht.com/a/AGF-l78SxhHp8hjgvxn8xY4YifJRLZWSL0olkG_Pnw=s48-c-k-c0xffffffff-no-rj-mo","this is the year where crap gets horrible",0,"3 months ago",1566735862952,false,false,,,
"UgyUIDxXln181f3IHRx4AaABAg","F OS","/channel/UCgdShw-tufyPLYuKiEPQnRg","https://yt3.ggpht.com/a/AGF-l79LRIBiMVWWbuVE7Jt3q1gxCenDZ5rItwYncQ=s48-c-k-c0xffffffff-no-rj-mo","turuturu tu turu tu tu!  turuturu tu turu tu tu!",0,"3 months ago",1566735862953,false,false,,,
"Ugy3Mn8lbqNvbQ7iNGB4AaABAg","prismal418","/channel/UCne2gIwBulrH7KUVjh3hNyA","https://yt3.ggpht.com/a/AGF-l781OGUGrIJ5gKGx5b-m5Mp3JFSLdpFp5tDHpg=s48-c-k-c0xffffffff-no-rj-mo","Man, Remember when we listened to this and thought Everything now was gonna be a good album?",4,"3 months ago",1566735862955,false,false,,,
"UgwKuLI2QXRbH_ul3Yh4AaABAg","Franco Abregu Guzman","/channel/UCLQr3B7ZsHuwc79kGcRNW2Q","https://yt3.ggpht.com/a/AGF-l7_eStGkFI1jXwVF8myXdhVF5DVBuDQ_OfFxNw=s48-c-k-c0xffffffff-no-rj-mo","toca al alma esta canción.",0,"3 months ago",1566735862956,false,false,,,
"UgxtXtlgjKb5Ikk1ECF4AaABAg","Madie Klos","/channel/UC8WfENM0U8pnKpRwBUEjfTg","https://yt3.ggpht.com/a/AGF-l7842K6l_idNt8fov_He7X1yxeBSLXEohUN2Hg=s48-c-k-c0xffffffff-no-rj-mo","I love her fashion and angelic voice😍😍😍😍😢😢😢😢",1,"4 months ago",1564057462957,false,false,,,
"UgxnHgydDEddB0sOJ594AaABAg","Rachael Fournier","/channel/UCjrcGWJyUDMF5yWfXcsU4lg","https://yt3.ggpht.com/a/AGF-l78BbzYlS3JeCB-qL8Lr5YQYUWoouwT_VFCesQ=s48-c-k-c0xffffffff-no-rj-mo","Love how they gave her a bigger role over time.",0,"4 months ago",1564057462959,false,false,,,
"UgyDr-ZWz72hlVDIz6p4AaABAg","K 97","/channel/UCr4oLbmpYYf8811SbQ0vCfg","https://yt3.ggpht.com/a/AGF-l79NOvg4EafXsw3NlmHSnQVMTbHWSMdyZ2cprA=s48-c-k-c0xffffffff-no-rj-mo","Just 5 Mill 🤦‍♂️",0,"4 months ago",1564057462961,false,false,,,
"UgxB2609qWnpN5FtWfd4AaABAg","mario hernandez","/channel/UCtiYRmlRKNNr-6wnP8GMS4Q","https://yt3.ggpht.com/a/AGF-l78DNaV9lrkc6QkA4oqXv6VgGBee24A6ZCHnxg=s48-c-k-c0xffffffff-no-rj-mo","Esta rola me transporta a los confines de otros universos",0,"4 months ago",1564057462962,false,false,,,
"Ugy5KU0yP-zb6YiIl8V4AaABAg","Denisse Rosas","/channel/UC4XZ9E8t8ZnCx_JGx7CnikA","https://yt3.ggpht.com/a/AGF-l79OdADugPlkOWwFIcdhqIRR7WK0gaKI8uDIaQ=s48-c-k-c0xffffffff-no-rj-mo","I love scene with the kids running ✨",0,"4 months ago",1564057462965,false,false,,,
"UgzPhGJFqewWUmEA7mh4AaABAg","Marcus Enos","/channel/UCL57O5jZ2qYjxd3aOmZF9fw","https://yt3.ggpht.com/a/AGF-l78Q0iS6_yRLP3Zrpwp6T5LEUnzNyWb90LZYyw=s48-c-k-c0xffffffff-no-rj-mo","Why isn’t win butler in half of the song",0,"4 months ago",1564057462968,false,false,,,
"UgyUENWakVanqi2gzAt4AaABAg","Mike Ross","/channel/UCRVKHAIOgc8k0z8l4D9QiFA","https://yt3.ggpht.com/a/AGF-l7_dpJl7_hlNpgKT7BpayIzNOkTCO3E9noaMBQ=s48-c-k-c0xffffffff-no-rj-mo","2.3k morons",0,"4 months ago",1564057462971,false,false,,,
"UgxjFhpmb1E20sq28XJ4AaABAg","Ronnie Moe","/channel/UCey2glQt7r2MBZpgo0qplxg","https://yt3.ggpht.com/a/AGF-l7_vU3LzRPEi3O7jkAyLdmbygy-HxEYzSPBzWg=s48-c-k-c0xffffffff-no-rj-mo","Arcade fire are a pretentious band. I liked funeral and neon bible. And a the suburbs had a few good songs but the success went to their head. The way they were singing hero’s by Bowie on a megaphone down the streets was like bono type of shit and now their music suffers. Their last 2 albums been weak.",0,"4 months ago",1564057462973,false,false,,,
"Ugx9e01KSd63z8tCIgh4AaABAg","Ramon Ramos","/channel/UCf3AER42Pc0UdenugeC_K_w","https://yt3.ggpht.com/a/AGF-l794EnLwsr2WndMh3l_YhEWU-mIsRB4i5r3yqA=s48-c-k-c0xffffffff-no-rj-mo","É muito lindo! 💗",0,"4 months ago",1564057462974,false,false,,,
"UgxZwSjNIyniyeZiYpV4AaABAg","NOT SO JM","/channel/UCEHMjzWm21Bi0_TGNdC5gTQ","https://yt3.ggpht.com/a/AGF-l79YzUg-DxNOvDoSmRN0W_odwu1jj5RWc8V8QQ=s48-c-k-c0xffffffff-no-rj-mo","The ending reminds me of the ending of Africa by toto",0,"5 months ago",1561465462976,false,false,,,
"UgzRZ8Vi8Mk04qStguJ4AaABAg","Saltanat Zhakhina","/channel/UCD6Ei0ZDLVSxflqJ-86zbQw","https://yt3.ggpht.com/a/AGF-l7-7b40tEQ2soSic1lSWnD7xYP6j-dLDl53WrA=s48-c-k-c0xffffffff-no-rj-mo","We all here love the same song!",0,"5 months ago",1561465462977,false,false,,,
"UgxSjxg7rJWYzUwKq0h4AaABAg","Daniella Altieri","/channel/UCziStslywktcXGDCfgnN1NA","https://yt3.ggpht.com/a/AGF-l79u97Jgx4-9x-X55m7MzTqOU9gT-a7bGLZqvg=s48-c-k-c0xffffffff-no-rj-mo","Preciosa💜",1,"5 months ago",1561465462978,false,false,,,
"UgwWBEQPIQAmmvJkD0l4AaABAg","Madie Klos","/channel/UC8WfENM0U8pnKpRwBUEjfTg","https://yt3.ggpht.com/a/AGF-l7842K6l_idNt8fov_He7X1yxeBSLXEohUN2Hg=s48-c-k-c0xffffffff-no-rj-mo","She is absolutely perfect....love that outfit so flipping much😢😢😢😢😍😍😍",1,"5 months ago",1561465462980,false,false,,,
"UgwbuX-tvV0K7sMttnl4AaABAg","Don Wea","/channel/UCd33QfzIeqE4bghQxALS6Fg","https://yt3.ggpht.com/a/AGF-l78lN3DMMj4LAB39tihOwjKwH_8A5D4M9tBPpQ=s48-c-k-c0xffffffff-no-rj-mo","I super love this song",2,"5 months ago",1561465462983,false,false,,,
"UgwbwPDwJQI9Dj1YUSJ4AaABAg","Fox in the Snow","/channel/UCJqgpoR9naCaTqTBBhXaTig","https://yt3.ggpht.com/a/AGF-l7_kSP3cza1M84vTJXaVwc-jeNw01OEpJMb8BA=s48-c-k-c0xffffffff-no-rj-mo","""cover my eyes and let you poo.""",3,"5 months ago",1561465463672,false,true,"EkQSC1V5bVhSeEpQT1FvwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3YndQRHdKUUk5RGoxWVVTSjRBYUFCQWciAggAKhhVQ1VpaU9fYmNjWkZNVm1uSjJKajk1bGcyC1V5bVhSeEpQT1FvQAFICg%3D%3D",1,
"UgwbwPDwJQI9Dj1YUSJ4AaABAg.8vZlJTwm1m28yz4P7e5HT0","Sandro Dzneladze","/channel/UCWVXSokvZO7-XqHE0mFDKuA","https://yt3.ggpht.com/a/AGF-l78JO-RP58XJM-XM2RJO1gI-PE2SlGajHevT-A=s32-c-k-c0xffffffff-no-rj-mo","Thanks for ruining this song for me",0,"3 months ago",1566735863968,false,,,,"UgwbwPDwJQI9Dj1YUSJ4AaABAg"
"UgyrsVmBQ3csQzmV6Oh4AaABAg","Astro Apollo","/channel/UCBxboMVg1jRsKM4-Vch_QmA","https://yt3.ggpht.com/a/AGF-l79k2ycoAEh1z8UqjBqywN78lg2CIzRN5oz0Nw=s48-c-k-c0xffffffff-no-rj-mo","2:40. Goddamn",1,"5 months ago",1561465463676,false,false,,,
"UgwpZY1Mv8AeqyjnePx4AaABAg","Denisse Michelle","/channel/UCFXJyZTbtUX8vzjJN9xBWEQ","https://yt3.ggpht.com/a/AGF-l79I-znAHmok2U-5D9uwgGZwd52F9tzaI-EeBg=s48-c-k-c0xffffffff-no-rj-mo","Rolon",0,"6 months ago",1558787063678,false,false,,,
"UgwQAA6hp1WbIjdjx5F4AaABAg","Mai Mohamed","/channel/UCi6X79FRFA32ziB8FXJwF7A","https://yt3.ggpht.com/a/AGF-l7-ATIp3llYrMQip1v2OacmAiaQQC0knyNR3sw=s48-c-k-c0xffffffff-no-rj-mo","2019 anyone else still listening to this dope song?😍",3,"6 months ago",1558787063679,false,false,,,
"UgxVA6RJdDy9_tElDSB4AaABAg","Lance Bozman","/channel/UCmDbAode_-jXtkCuJmUVJew","https://yt3.ggpht.com/a/AGF-l7_iMj-KlsJ0ZGWF2bYHCWjyBxwrR-8mqKfgAw=s48-c-k-c0xffffffff-no-rj-mo","Had to throw this comment out there.  Regine is not what would be considered a geourgeous woman. She is however a very geourgeous woman. Very unique looks, accent. She has a very odd beauty.  Much more attractive than the majority.",0,"6 months ago",1558787063681,false,false,,,
"Ugwi7jmfw8ShcjT-ch54AaABAg","Martin Rose","/channel/UC-KCbFdGtW4al_42_PeQCpg","https://yt3.ggpht.com/a/AGF-l7_AwvCN6GaEyztn27C2ZQwz11xyUsbom7ac8g=s48-c-k-c0xffffffff-no-rj-mo","This. Must. Be. The Place.",0,"6 months ago",1558787063684,false,false,,,
"Ugwd6yD0jyPS3j7uFV14AaABAg","Carlos Sánchez","/channel/UC3vJBLhI83At_tlNZ8JLOUA","https://yt3.ggpht.com/a/AGF-l7-cGNeoWDne1ePttKFvptSvzKK3X864HivfzQ=s48-c-k-c0xffffffff-no-rj-mo","L O V E    this song !",1,"6 months ago",1558787063686,false,false,,,
"Ugy3GaKK8axR_qET_aF4AaABAg","Alejandro Jose Bonilla","/channel/UC4hziwtW4J0MDf9tIAqwH0Q","https://yt3.ggpht.com/a/AGF-l7-oFil1LZ_TnJPxTlNM8dC_POrJfShxGUlWlg=s48-c-k-c0xffffffff-no-rj-mo","Me dan tantas ganas de bailar al escuchar esta canción de Arcade fire",0,"6 months ago",1558787063687,false,false,,,
"Ugxjh0Q80m5N6_eU_2R4AaABAg","luis perez","/channel/UCqBJMy4Wta5Yj-MyqZsf4LA","https://yt3.ggpht.com/a/AGF-l78gbw7JKqJX8eNXDRsKWvE4Mr3Jht6IdPA8NA=s48-c-k-c0xffffffff-no-rj-mo","Me encanta la nueva propuesta musical de arcade fire 🔥 en especial electro blue de Regina",1,"6 months ago",1558787063689,false,false,,,
"UgyhLbGMe8YHzQYAhbt4AaABAg","Perth ARGlory","/channel/UCmHEWhZrII3EdUfTVxlkjSQ","https://yt3.ggpht.com/a/AGF-l7-de2YvmGs5WM3dr0K_Yv2l0hQOD-ESDD9Pog=s48-c-k-c0xffffffff-no-rj-mo","Better songs in the album:\n\n1 - Everything Now (obviously)\n2 - Creature Comfort\n3 - Put your money on me\n4 - We don't deserve love\n5 - Peter Pan\n... Far away 6 - Electric Blue\nOthers are shit",0,"6 months ago",1558787063690,false,false,,,
"Ugwv7WXJWQmo_9bjddp4AaABAg","Perth ARGlory","/channel/UCmHEWhZrII3EdUfTVxlkjSQ","https://yt3.ggpht.com/a/AGF-l7-de2YvmGs5WM3dr0K_Yv2l0hQOD-ESDD9Pog=s48-c-k-c0xffffffff-no-rj-mo","This songs has things of Get Lucky, like a little brother",0,"6 months ago",1558787063692,false,false,,,
"Ugz7V8ghkfUaJkUXPJV4AaABAg","Rose Mary Acosta Colonelli","/channel/UC6hw6aXejvKp_yGEP6YeR4Q","https://yt3.ggpht.com/a/AGF-l785OQquZ7l_XEDDH3gHFAnp0yRbWIQm_yYQ5w=s48-c-k-c0xffffffff-no-rj-mo","Jodidamente buenos!",0,"6 months ago",1558787063693,false,false,,,
"UgwzQMKI2UmIUwpsgu94AaABAg","Treasa Alexandria Mays","/channel/UCHwSlIQN2A_tK8URWx39V9Q","https://yt3.ggpht.com/a/AGF-l78kKz3EV45N52IH7SgDBi_qaqw7ThEXJ-DddA=s48-c-k-c0xffffffff-no-rj-mo","My stressed out after work first beer song....it's going down at 6pm in Cleveland Ohio!😵👀💋❤",1,"6 months ago",1558787063695,false,false,,,
"UgzMicpQq3GsdSJzfEt4AaABAg","ivan mejia","/channel/UCx9yWbYG8ESfFnZiJ_7NvrA","https://yt3.ggpht.com/a/AGF-l7-DgNYHjhSqMGWbcOT6YmgUPZ7UTqIo7aUO_g=s48-c-k-c0xffffffff-no-rj-mo","Love U❤️",0,"6 months ago",1558787063697,false,false,,,
"UgxZqJYEvEc7tBakRel4AaABAg","Joey Howell","/channel/UCXOdt1LKgcCI7R2Mr6UT9YQ","https://yt3.ggpht.com/a/AGF-l78lZ--eQvCMT2NxowIbVOidWrtkEMRUu32K-w=s48-c-k-c0xffffffff-no-rj-mo","this is my favorte song",0,"6 months ago",1558787063702,false,false,,,
"UgxqhIi03IjJv7JFrfF4AaABAg","Joey Howell","/channel/UCXOdt1LKgcCI7R2Mr6UT9YQ","https://yt3.ggpht.com/a/AGF-l78lZ--eQvCMT2NxowIbVOidWrtkEMRUu32K-w=s48-c-k-c0xffffffff-no-rj-mo","i saw this Arcade Fire live at the calgary canada saddle doam",0,"6 months ago",1558787063703,false,false,,,
"UgwknJDHP9JGWZ1GT9Z4AaABAg","pblacklock","/channel/UCQrFROciB9e8npv2CwXALpg","https://yt3.ggpht.com/a/AGF-l79qObqKb9O8Qy2cPsFToF5ia2cuJaQJFU0Tww=s48-c-k-c0xffffffff-no-rj-mo","Came here looking for Electric Blue by the band Icehouse. Figured I’d give this a listen out of curiosity. Good god, it’s like having your nuts squeezed in a vice and your eardrums destroyed with a hot poker simultaneously. No melody, no rhythm (except for a drum machine) and lyrics written by a 3rd grader! What the hell has happened to popular music?!?!?",0,"6 months ago",1558787063705,false,true,"EkQSC1V5bVhSeEpQT1FvwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3a25KREhQOUpHV1oxR1Q5WjRBYUFCQWciAggAKhhVQ1VpaU9fYmNjWkZNVm1uSjJKajk1bGcyC1V5bVhSeEpQT1FvQAFICg%3D%3D",3,
"UgwknJDHP9JGWZ1GT9Z4AaABAg.8uEzNptPydI8uKfiX6vyIR","Fumber Bumpkin","/channel/UCiyWIs2CbWJ-NeLoJ5cAtzg","https://yt3.ggpht.com/a/AGF-l7_MMhKT8-oT6MtklHXihHvvqwNNMopPYZsqGQ=s32-c-k-c0xffffffff-no-rj-mo","Buddy do you not hear the bass?",0,"6 months ago",1558787064019,false,,,,"UgwknJDHP9JGWZ1GT9Z4AaABAg"
"UgwknJDHP9JGWZ1GT9Z4AaABAg.8uEzNptPydI8uKiAosfokF","pblacklock","/channel/UCQrFROciB9e8npv2CwXALpg","https://yt3.ggpht.com/a/AGF-l79qObqKb9O8Qy2cPsFToF5ia2cuJaQJFU0Tww=s32-c-k-c0xffffffff-no-rj-mo","Fumber Bumpkin Um, I hear a pre programmed and distorted synth bass that comes in for a few notes throughout this “song”. When I think of bass, I think more along the lines of this. https://youtu.be/HGdQUMzRVxA",0,"6 months ago",1558787064021,false,,,,"UgwknJDHP9JGWZ1GT9Z4AaABAg"
"UgwknJDHP9JGWZ1GT9Z4AaABAg.8uEzNptPydI8uKj096SGfE","pblacklock","/channel/UCQrFROciB9e8npv2CwXALpg","https://yt3.ggpht.com/a/AGF-l79qObqKb9O8Qy2cPsFToF5ia2cuJaQJFU0Tww=s32-c-k-c0xffffffff-no-rj-mo","Fumber Bumpkin And then there is the true God of bass. Suffer through the entire bit just to see the the technique. https://youtu.be/Ve37F3Ee9Ow",0,"6 months ago",1558787064023,false,,,,"UgwknJDHP9JGWZ1GT9Z4AaABAg"
"Ugx4u1xHC-aXRqXnlZ14AaABAg","Philip Halpenny","/channel/UCc2-uNoogtT5Ioazgcb3EKQ","https://yt3.ggpht.com/a/AGF-l79_Sg7zA6z9RX-FX5UnjtGmXvvYpu_8LN0BJg=s48-c-k-c0xffffffff-no-rj-mo","Imagine the late Minnie Riperton, with her whistle register, covering this!",1,"7 months ago",1556195063707,false,false,,,
"UgzoTAIhMVaMMSVad0V4AaABAg","Austin Starke","/channel/UCbBaFZIRnUWoTStX3dNAaEg","https://yt3.ggpht.com/a/AGF-l79Fo9pWcTCkCWOOWhSCamRlxWnObKo6vUuqKQ=s48-c-k-c0xffffffff-no-rj-mo","Arcade fire is so crazy. I thought this song was so weird when I first heard it, but I had to listen more. More and more. Now this song is literally stuck in my head weekly",0,"7 months ago",1556195063709,false,false,,,
"Ugy1b5MPqJwQRqFRzCd4AaABAg","Clar","/channel/UCCCu5Rssbr8NtQhfbrvKRwQ","https://yt3.ggpht.com/a/AGF-l7_THvwR3psPooeVzM90lLFTlZ_hrwSB_jULPg=s48-c-k-c0xffffffff-no-rj-mo","JUST PERFECT.",1,"7 months ago",1556195063710,false,true,"EkQSC1V5bVhSeEpQT1FvwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5MWI1TVBxSndRUnFGUnpDZDRBYUFCQWciAggAKhhVQ1VpaU9fYmNjWkZNVm1uSjJKajk1bGcyC1V5bVhSeEpQT1FvQAFICg%3D%3D",1,
"Ugy1b5MPqJwQRqFRzCd4AaABAg.8tvZe0ox3qx8u0Tpw9FYvm","Xoxxo Bob","/channel/UCGfFylfy5H41qD6pAgJm3sw","https://yt3.ggpht.com/a/AGF-l79lxTDufAWtn87rEkanEOKsJLLYGaHDZUua_w=s32-c-k-c0xffffffff-no-rj-mo","I heard this song in my car on a college radio station and didn't know who it was by. It sounded like a 80's song but was surprised to see who it was by !",0,"7 months ago",1556195063981,false,,,,"Ugy1b5MPqJwQRqFRzCd4AaABAg"
"UgwI0EkoWi6KFJ8QPHl4AaABAg","••tuomas•• ••boyt••","/channel/UCJRLCXJA5cj7dZvtP92yUxA","https://yt3.ggpht.com/a/AGF-l79O_fsQwmKya4pZRHbLa8aXR47nRaWmsRtSMw=s48-c-k-c0xffffffff-no-rj-mo","Every time I listen to this it reveals a new beautiful sound of such I have never heard before. The best band in two decades just get better and better...",0,"7 months ago",1556195064713,false,false,,,
